transaction_id,user_id,timestamp,amount,state,lat,lon,channel,merchant_category,device_id,is_new_device,seconds_since_prev,distance_from_prev_km,hour,weekday,is_fraud
7176,243,2024-10-07 21:49:16,37.52,MA,42.3601,-71.0589,Online,Gaming,DEV-OMVM8YSD,0,263860.0,435.63,21,Monday,0
7177,243,2024-12-16 16:08:57,139.7,MA,42.3601,-71.0589,Online,Grocery,DEV-OMVM8YSD,0,6027581.0,0.0,16,Monday,1
7178,243,2025-01-05 19:44:28,17.62,WA,47.6062,-122.3321,Online,Gaming,DEV-OMVM8YSD,0,1740931.0,4000.07,19,Sunday,0
7179,243,2025-01-16 17:02:01,77.32,MA,42.3601,-71.0589,POS,Gaming,DEV-OMVM8YSD,0,940653.0,4000.07,17,Thursday,0
7180,243,2025-02-16 12:11:17,103.85,MA,42.3601,-71.0589,POS,Travel,DEV-OMVM8YSD,0,2660956.0,0.0,12,Sunday,0
7181,243,2025-02-21 09:57:58,23.46,MA,42.3601,-71.0589,ATM,Fuel,DEV-OMVM8YSD,0,424001.0,0.0,9,Friday,0
7182,243,2025-03-24 15:08:21,30.11,MA,42.3601,-71.0589,POS,Electronics,DEV-OMVM8YSD,0,2697023.0,0.0,15,Monday,0
7183,243,2025-05-04 21:50:50,41.31,CA,34.0522,-118.2437,POS,Grocery,DEV-OMVM8YSD,0,3566549.0,4169.61,21,Sunday,0
7184,243,2025-05-10 14:45:00,35.14,MA,42.3601,-71.0589,POS,Electronics,DEV-OMVM8YSD,0,492850.0,4169.61,14,Saturday,0
7185,243,2025-05-16 02:34:55,92.25,MA,42.3601,-71.0589,Mobile,Grocery,DEV-U6VXWOLG,1,474595.0,0.0,2,Friday,0
7186,243,2025-05-26 08:04:04,54.93,MA,42.3601,-71.0589,Mobile,Grocery,DEV-XX0409QB,1,883749.0,0.0,8,Monday,0
7187,243,2025-05-31 17:16:00,38.19,GA,33.749,-84.388,POS,Restaurants,DEV-OMVM8YSD,0,465116.0,1506.4,17,Saturday,0
7188,243,2025-06-13 01:38:47,64.96,MA,42.3601,-71.0589,POS,Clothing,DEV-OMVM8YSD,0,1066967.0,1506.4,1,Friday,0
7189,243,2025-06-17 05:19:18,107.88,AZ,33.4484,-112.074,POS,Clothing,DEV-OMVM8YSD,0,358831.0,3693.71,5,Tuesday,0
7190,243,2025-06-30 23:01:41,42.03,MA,42.3601,-71.0589,POS,Travel,DEV-OMVM8YSD,0,1186943.0,3693.71,23,Monday,0
7191,243,2025-07-06 14:39:17,32.12,MA,42.3601,-71.0589,Online,Electronics,DEV-73EVIBQR,1,488256.0,0.0,14,Sunday,0
7192,243,2025-07-12 20:40:25,91.09,MA,42.3601,-71.0589,POS,Grocery,DEV-OMVM8YSD,0,540068.0,0.0,20,Saturday,0
7193,244,2024-02-24 23:33:30,45.65,WA,47.6062,-122.3321,Online,Restaurants,DEV-34KXL46J,1,,0.0,23,Saturday,0
7194,244,2024-04-12 10:38:33,25.69,WA,47.6062,-122.3321,Online,Restaurants,DEV-SX7FGPO1,0,4100703.0,0.0,10,Friday,0
7195,244,2024-04-13 09:42:01,46.37,WA,47.6062,-122.3321,Mobile,Travel,DEV-SX7FGPO1,0,83008.0,0.0,9,Saturday,0
7196,244,2024-04-26 02:54:36,40.17,FL,25.7617,-80.1918,Online,Restaurants,DEV-SX7FGPO1,0,1098755.0,4396.1,2,Friday,0
7197,244,2024-05-14 16:50:09,41.66,PA,39.9526,-75.1652,POS,Fuel,DEV-SX7FGPO1,0,1605333.0,1645.54,16,Tuesday,0
7198,244,2024-05-20 00:20:35,28.4,NY,40.7128,-74.006,Online,Restaurants,DEV-SX7FGPO1,0,459026.0,129.61,0,Monday,0
7199,244,2024-06-21 15:14:14,53.76,WA,47.6062,-122.3321,POS,Grocery,DEV-SX7FGPO1,0,2818419.0,3865.53,15,Friday,0
7200,244,2024-07-31 09:15:42,49.12,WA,47.6062,-122.3321,Mobile,Grocery,DEV-X6NKZEJJ,1,3434488.0,0.0,9,Wednesday,0
7201,244,2024-08-15 03:11:11,13.82,WA,47.6062,-122.3321,POS,Electronics,DEV-SX7FGPO1,0,1274129.0,0.0,3,Thursday,0
7202,244,2024-08-27 21:57:55,44.66,NY,40.7128,-74.006,ATM,Restaurants,DEV-75CT5NFW,1,1104404.0,3865.53,21,Tuesday,0
7203,244,2024-09-19 01:41:14,16.21,WA,47.6062,-122.3321,Mobile,Clothing,DEV-SX7FGPO1,0,1914199.0,3865.53,1,Thursday,0
7204,244,2024-10-06 01:08:04,31.5,WA,47.6062,-122.3321,POS,Restaurants,DEV-SX7FGPO1,0,1466810.0,0.0,1,Sunday,0
7205,244,2024-11-07 01:37:01,27.03,AZ,33.4484,-112.074,POS,Restaurants,DEV-SX7FGPO1,0,2766537.0,1793.58,1,Thursday,0
7206,244,2024-11-07 17:20:25,39.24,PA,39.9526,-75.1652,POS,Gaming,DEV-SX7FGPO1,0,56604.0,3344.07,17,Thursday,0
7207,244,2024-11-13 02:19:52,21.93,WA,47.6062,-122.3321,Online,Restaurants,DEV-SX7FGPO1,0,464367.0,3819.25,2,Wednesday,0
7208,244,2024-12-08 03:28:17,23.8,GA,33.749,-84.388,Online,Restaurants,DEV-SX7FGPO1,0,2164105.0,3505.68,3,Sunday,0
7209,244,2024-12-08 10:20:35,21.77,IL,41.8781,-87.6298,Online,Travel,DEV-SX7FGPO1,0,24738.0,947.51,10,Sunday,0
7210,244,2024-12-16 10:59:09,22.09,AZ,33.4484,-112.074,Online,Grocery,DEV-SX7FGPO1,0,693514.0,2336.34,10,Monday,0
7211,244,2025-01-03 09:23:06,12.68,WA,47.6062,-122.3321,POS,Pharmacy,DEV-SX7FGPO1,0,1549437.0,1793.58,9,Friday,0
7212,244,2025-01-07 06:55:19,40.34,WA,47.6062,-122.3321,Online,Pharmacy,DEV-LXBUTW59,1,336733.0,0.0,6,Tuesday,0
7213,244,2025-01-16 08:09:28,21.0,WA,47.6062,-122.3321,POS,Grocery,DEV-SX7FGPO1,0,782049.0,0.0,8,Thursday,0
7214,244,2025-02-08 17:55:26,36.48,WA,47.6062,-122.3321,POS,Gaming,DEV-SX7FGPO1,0,2022358.0,0.0,17,Saturday,0
7215,244,2025-03-21 06:39:14,29.51,IL,41.8781,-87.6298,POS,Pharmacy,DEV-SX7FGPO1,0,3501828.0,2788.86,6,Friday,0
7216,244,2025-04-18 08:38:40,38.1,WA,47.6062,-122.3321,POS,Grocery,DEV-SLX3WJC2,1,2426366.0,2788.86,8,Friday,0
7217,244,2025-04-24 09:31:25,41.95,IL,41.8781,-87.6298,Online,Grocery,DEV-SX7FGPO1,0,521565.0,2788.86,9,Thursday,0
7218,244,2025-05-04 15:21:14,13.75,WA,47.6062,-122.3321,Mobile,GiftCards,DEV-SX7FGPO1,0,884989.0,2788.86,15,Sunday,0
7219,244,2025-05-15 15:19:36,27.77,WA,47.6062,-122.3321,Mobile,GiftCards,DEV-SX7FGPO1,0,950302.0,0.0,15,Thursday,0
7220,244,2025-06-12 16:31:52,33.35,WA,47.6062,-122.3321,Online,Grocery,DEV-SX7FGPO1,0,2423536.0,0.0,16,Thursday,0
7221,244,2025-06-24 00:45:43,19.7,WA,47.6062,-122.3321,Mobile,Luxury,DEV-SX7FGPO1,0,980031.0,0.0,0,Tuesday,0
7222,244,2025-07-13 17:12:28,20.18,WA,47.6062,-122.3321,POS,Gaming,DEV-SX7FGPO1,0,1700805.0,0.0,17,Sunday,0
7223,244,2025-07-26 23:40:08,37.17,NY,40.7128,-74.006,ATM,Electronics,DEV-SX7FGPO1,0,1146460.0,3865.53,23,Saturday,0
7224,245,2024-01-01 10:16:21,91.13,AZ,33.4484,-112.074,Mobile,GiftCards,DEV-MT3GL93S,0,,0.0,10,Monday,0
7225,245,2024-01-21 18:29:09,51.7,AZ,33.4484,-112.074,ATM,Grocery,DEV-MT3GL93S,0,1757568.0,0.0,18,Sunday,0
7226,245,2024-01-23 12:56:49,132.82,AZ,33.4484,-112.074,POS,Grocery,DEV-MT3GL93S,0,152860.0,0.0,12,Tuesday,0
7227,245,2024-02-01 21:30:59,44.07,AZ,33.4484,-112.074,POS,Fuel,DEV-MT3GL93S,0,808450.0,0.0,21,Thursday,0
7228,245,2024-02-12 15:46:57,73.61,AZ,33.4484,-112.074,POS,Pharmacy,DEV-TXR3BID5,1,929758.0,0.0,15,Monday,0
7229,245,2024-02-15 15:29:58,318.01,AZ,33.4484,-112.074,POS,Pharmacy,DEV-MT3GL93S,0,258181.0,0.0,15,Thursday,0
7230,245,2024-02-22 21:54:56,53.66,AZ,33.4484,-112.074,POS,Clothing,DEV-MT3GL93S,0,627898.0,0.0,21,Thursday,0
7231,245,2024-02-25 09:41:54,42.59,WA,47.6062,-122.3321,Online,Gaming,DEV-7DVDNASJ,1,215218.0,1793.58,9,Sunday,0
7232,245,2024-02-28 17:35:56,17.07,AZ,33.4484,-112.074,Online,Clothing,DEV-MT3GL93S,0,287642.0,1793.58,17,Wednesday,0
7233,245,2024-03-18 10:47:52,16.47,AZ,33.4484,-112.074,Online,Electronics,DEV-MT3GL93S,0,1617116.0,0.0,10,Monday,0
7234,245,2024-03-24 12:23:56,152.39,TX,29.7604,-95.3698,POS,Grocery,DEV-MT3GL93S,0,524164.0,1632.17,12,Sunday,0
7235,245,2024-05-29 17:34:20,44.57,FL,25.7617,-80.1918,POS,Electronics,DEV-DA6QOV2Z,1,5721024.0,1556.79,17,Wednesday,0
7236,245,2024-06-13 08:05:47,25.11,PA,39.9526,-75.1652,Online,Pharmacy,DEV-MT3GL93S,0,1261887.0,1645.54,8,Thursday,0
7237,245,2024-06-16 05:28:29,32.13,PA,39.9526,-75.1652,POS,Fuel,DEV-MT3GL93S,0,249762.0,0.0,5,Sunday,0
7238,245,2024-07-23 19:14:48,22.17,NY,40.7128,-74.006,POS,Luxury,DEV-MT3GL93S,0,3246379.0,129.61,19,Tuesday,0
7239,245,2024-08-07 20:48:58,42.7,AZ,33.4484,-112.074,Online,Pharmacy,DEV-MT3GL93S,0,1301650.0,3443.7,20,Wednesday,0
7240,245,2024-08-23 19:45:03,29.23,AZ,33.4484,-112.074,ATM,Fuel,DEV-MT3GL93S,0,1378565.0,0.0,19,Friday,0
7241,245,2024-09-14 22:02:17,60.58,WA,47.6062,-122.3321,POS,Grocery,DEV-MT3GL93S,0,1909034.0,1793.58,22,Saturday,0
7242,245,2024-10-04 11:54:05,104.48,AZ,33.4484,-112.074,Mobile,Gaming,DEV-MT3GL93S,0,1691508.0,1793.58,11,Friday,0
7243,245,2024-10-11 21:32:23,57.46,AZ,33.4484,-112.074,POS,GiftCards,DEV-MT3GL93S,0,639498.0,0.0,21,Friday,0
7244,245,2024-10-14 20:11:03,44.27,PA,39.9526,-75.1652,Mobile,Grocery,DEV-MT3GL93S,0,254320.0,3344.07,20,Monday,0
7245,245,2024-11-17 00:33:59,43.88,AZ,33.4484,-112.074,POS,Clothing,DEV-MT3GL93S,0,2866976.0,3344.07,0,Sunday,0
7246,245,2024-11-24 21:45:35,97.69,IL,41.8781,-87.6298,POS,Grocery,DEV-3V1KZAEM,1,681096.0,2336.34,21,Sunday,0
7247,245,2025-01-07 19:33:24,19.64,AZ,33.4484,-112.074,Mobile,Luxury,DEV-MT3GL93S,0,3793669.0,2336.34,19,Tuesday,0
7248,245,2025-02-09 02:11:02,24.43,AZ,33.4484,-112.074,Mobile,Grocery,DEV-MT3GL93S,0,2788658.0,0.0,2,Sunday,0
7249,245,2025-02-09 16:34:36,31.04,CA,34.0522,-118.2437,Online,Fuel,DEV-MT3GL93S,0,51814.0,574.27,16,Sunday,0
7250,245,2025-02-18 11:13:21,21.19,AZ,33.4484,-112.074,Online,Gaming,DEV-MT3GL93S,0,758325.0,574.27,11,Tuesday,0
7251,245,2025-03-28 23:21:57,58.28,TX,29.7604,-95.3698,Mobile,Clothing,DEV-MT3GL93S,0,3326916.0,1632.17,23,Friday,0
7252,245,2025-05-09 03:52:48,34.4,CA,34.0522,-118.2437,Online,Restaurants,DEV-MT3GL93S,0,3558651.0,2206.26,3,Friday,0
7253,245,2025-05-30 02:22:05,24.43,AZ,33.4484,-112.074,POS,Pharmacy,DEV-MT3GL93S,0,1808957.0,574.27,2,Friday,0
7254,245,2025-06-07 21:17:45,59.76,AZ,33.4484,-112.074,Mobile,Fuel,DEV-MT3GL93S,0,759340.0,0.0,21,Saturday,0
7255,245,2025-06-09 16:07:05,41.0,AZ,33.4484,-112.074,POS,Luxury,DEV-MT3GL93S,0,154160.0,0.0,16,Monday,0
7256,245,2025-07-17 07:27:04,54.99,AZ,33.4484,-112.074,Mobile,Grocery,DEV-MT3GL93S,0,3251999.0,0.0,7,Thursday,0
7257,245,2025-07-22 01:51:51,43.01,AZ,33.4484,-112.074,POS,Pharmacy,DEV-MT3GL93S,0,411887.0,0.0,1,Tuesday,0
7258,246,2024-01-20 00:22:15,12.15,CA,34.0522,-118.2437,POS,Fuel,DEV-ZY3F3YNV,1,,0.0,0,Saturday,0
7259,246,2024-02-05 03:34:54,9.59,CA,34.0522,-118.2437,POS,Restaurants,DEV-XKM7S8WS,0,1393959.0,0.0,3,Monday,0
7260,246,2024-02-25 02:45:56,30.62,CA,34.0522,-118.2437,POS,Luxury,DEV-XKM7S8WS,0,1725062.0,0.0,2,Sunday,0
7261,246,2024-03-07 18:14:12,19.33,WA,47.6062,-122.3321,POS,Grocery,DEV-XKM7S8WS,0,1006096.0,1545.31,18,Thursday,0
7262,246,2024-03-10 16:44:06,16.29,CA,34.0522,-118.2437,POS,Clothing,DEV-XKM7S8WS,0,253794.0,1545.31,16,Sunday,0
7263,246,2024-03-13 22:47:29,10.28,CA,34.0522,-118.2437,Online,Electronics,DEV-XKM7S8WS,0,281003.0,0.0,22,Wednesday,0
7264,246,2024-03-25 20:44:56,44.16,MA,42.3601,-71.0589,Mobile,Fuel,DEV-XKM7S8WS,0,1029447.0,4169.61,20,Monday,0
7265,246,2024-04-02 09:30:19,14.23,AZ,33.4484,-112.074,Online,Pharmacy,DEV-XKM7S8WS,0,650723.0,3693.71,9,Tuesday,0
7266,246,2024-04-24 04:29:26,23.03,CA,34.0522,-118.2437,Online,Grocery,DEV-XKM7S8WS,0,1882747.0,574.27,4,Wednesday,0
7267,246,2024-05-06 07:54:42,11.38,CA,34.0522,-118.2437,POS,Grocery,DEV-3QQ34AV7,1,1049116.0,0.0,7,Monday,0
7268,246,2024-05-15 14:15:18,33.21,CA,34.0522,-118.2437,POS,Clothing,DEV-347KPUDD,1,800436.0,0.0,14,Wednesday,0
7269,246,2024-05-22 23:28:54,21.53,CA,34.0522,-118.2437,POS,Pharmacy,DEV-XKM7S8WS,0,638016.0,0.0,23,Wednesday,0
7270,246,2024-06-26 08:19:12,30.93,CA,34.0522,-118.2437,POS,Gaming,DEV-ZTJPVEOE,1,2969418.0,0.0,8,Wednesday,0
7271,246,2024-07-25 21:39:37,27.36,CA,34.0522,-118.2437,Mobile,Clothing,DEV-KC588OZD,1,2553625.0,0.0,21,Thursday,0
7272,246,2024-08-13 19:09:52,15.55,CA,34.0522,-118.2437,POS,Travel,DEV-AYMZNN8O,1,1632615.0,0.0,19,Tuesday,0
7273,246,2024-09-13 17:38:37,9.98,CA,34.0522,-118.2437,Online,Restaurants,DEV-XKM7S8WS,0,2672925.0,0.0,17,Friday,0
7274,246,2024-09-26 18:21:44,17.44,CA,34.0522,-118.2437,POS,Gaming,DEV-XKM7S8WS,0,1125787.0,0.0,18,Thursday,1
7275,246,2024-10-16 02:24:22,11.5,CA,34.0522,-118.2437,POS,Clothing,DEV-XKM7S8WS,0,1670558.0,0.0,2,Wednesday,0
7276,246,2024-11-10 11:49:19,13.51,IL,41.8781,-87.6298,POS,Restaurants,DEV-XKM7S8WS,0,2193897.0,2803.97,11,Sunday,0
7277,246,2024-11-29 14:39:55,46.24,WA,47.6062,-122.3321,Mobile,Fuel,DEV-XKM7S8WS,0,1651836.0,2788.86,14,Friday,0
7278,246,2024-12-28 17:50:06,29.47,PA,39.9526,-75.1652,Mobile,Electronics,DEV-XKM7S8WS,0,2517011.0,3819.25,17,Saturday,0
7279,246,2025-01-05 21:42:51,20.59,CA,34.0522,-118.2437,Online,Electronics,DEV-XKM7S8WS,0,705165.0,3843.45,21,Sunday,0
7280,246,2025-01-09 06:07:49,25.31,CA,34.0522,-118.2437,Online,Clothing,DEV-XKM7S8WS,0,289498.0,0.0,6,Thursday,0
7281,246,2025-01-20 12:01:42,29.14,IL,41.8781,-87.6298,Online,Restaurants,DEV-XKM7S8WS,0,971633.0,2803.97,12,Monday,0
7282,246,2025-02-09 14:09:52,19.64,GA,33.749,-84.388,Mobile,Luxury,DEV-XKM7S8WS,0,1735690.0,947.51,14,Sunday,0
7283,246,2025-03-06 08:16:45,16.66,CA,34.0522,-118.2437,ATM,Restaurants,DEV-XKM7S8WS,0,2138813.0,3110.33,8,Thursday,0
7284,246,2025-03-17 07:11:18,18.61,CA,34.0522,-118.2437,Mobile,Grocery,DEV-XKM7S8WS,0,946473.0,0.0,7,Monday,0
7285,246,2025-04-17 06:31:59,23.11,CA,34.0522,-118.2437,Online,Pharmacy,DEV-XKM7S8WS,0,2676041.0,0.0,6,Thursday,0
7286,246,2025-05-06 08:43:23,58.58,CA,34.0522,-118.2437,Online,Restaurants,DEV-XKM7S8WS,0,1649484.0,0.0,8,Tuesday,0
7287,246,2025-05-27 22:12:29,8.84,GA,33.749,-84.388,Online,Grocery,DEV-XKM7S8WS,0,1862946.0,3110.33,22,Tuesday,0
7288,246,2025-06-08 19:45:32,18.05,CA,34.0522,-118.2437,POS,Pharmacy,DEV-XKM7S8WS,0,1027983.0,3110.33,19,Sunday,0
7289,247,2024-03-19 01:43:28,44.07,PA,39.9526,-75.1652,Online,Grocery,DEV-H6OCUDUW,0,,0.0,1,Tuesday,0
7290,247,2024-03-26 23:28:32,126.42,PA,39.9526,-75.1652,Online,Electronics,DEV-H6OCUDUW,0,683104.0,0.0,23,Tuesday,0
7291,247,2024-04-20 10:06:22,86.51,CA,34.0522,-118.2437,POS,Luxury,DEV-ZEHIHK0R,1,2111870.0,3843.45,10,Saturday,0
7292,247,2024-06-11 21:52:25,80.55,PA,39.9526,-75.1652,Online,Grocery,DEV-UL9A314H,1,4535163.0,3843.45,21,Tuesday,0
7293,247,2024-07-23 03:43:40,113.36,TX,29.7604,-95.3698,POS,Gaming,DEV-H6OCUDUW,0,3563475.0,2156.27,3,Tuesday,0
7294,247,2024-07-29 05:34:33,77.39,PA,39.9526,-75.1652,Online,Grocery,DEV-H6OCUDUW,0,525053.0,2156.27,5,Monday,0
7295,247,2024-08-07 16:27:51,50.73,AZ,33.4484,-112.074,Mobile,Travel,DEV-H6OCUDUW,0,816798.0,3344.07,16,Wednesday,0
7296,247,2024-08-19 04:04:51,184.74,PA,39.9526,-75.1652,Mobile,Clothing,DEV-FJQ8XST7,1,992220.0,3344.07,4,Monday,0
7297,247,2024-08-21 10:40:28,30.56,PA,39.9526,-75.1652,POS,Fuel,DEV-H6OCUDUW,0,196537.0,0.0,10,Wednesday,0
7298,247,2024-08-30 09:59:08,20.28,PA,39.9526,-75.1652,Online,Fuel,DEV-H6OCUDUW,0,775120.0,0.0,9,Friday,0
7299,247,2024-09-04 11:36:24,38.39,FL,25.7617,-80.1918,Online,Electronics,DEV-H6OCUDUW,0,437836.0,1645.54,11,Wednesday,0
7300,247,2024-09-14 05:28:27,91.71,CA,34.0522,-118.2437,POS,Restaurants,DEV-H6OCUDUW,0,841923.0,3758.77,5,Saturday,0
7301,247,2024-09-23 15:27:41,40.89,IL,41.8781,-87.6298,POS,Clothing,DEV-TK6Y7FWP,1,813554.0,2803.97,15,Monday,0
7302,247,2024-10-30 02:39:05,64.32,FL,25.7617,-80.1918,Mobile,Pharmacy,DEV-H6OCUDUW,0,3150684.0,1917.31,2,Wednesday,0
7303,247,2024-11-03 15:17:49,105.43,AZ,33.4484,-112.074,POS,Electronics,DEV-6PFDTMZS,1,391124.0,3184.64,15,Sunday,0
7304,247,2024-11-29 02:19:50,91.39,PA,39.9526,-75.1652,POS,Restaurants,DEV-H6OCUDUW,0,2199721.0,3344.07,2,Friday,0
7305,247,2024-12-31 06:16:28,77.73,PA,39.9526,-75.1652,Online,Gaming,DEV-H6OCUDUW,0,2778998.0,0.0,6,Tuesday,0
7306,247,2025-02-08 01:29:37,117.49,PA,39.9526,-75.1652,POS,Grocery,DEV-H6OCUDUW,0,3352389.0,0.0,1,Saturday,0
7307,247,2025-02-09 06:54:59,62.95,MA,42.3601,-71.0589,POS,Grocery,DEV-H6OCUDUW,0,105922.0,435.63,6,Sunday,0
7308,247,2025-02-19 07:33:34,115.89,PA,39.9526,-75.1652,Online,Grocery,DEV-H6OCUDUW,0,866315.0,435.63,7,Wednesday,0
7309,247,2025-03-10 13:14:32,69.46,PA,39.9526,-75.1652,Mobile,Grocery,DEV-H6OCUDUW,0,1662058.0,0.0,13,Monday,0
7310,247,2025-03-21 12:56:20,150.7,PA,39.9526,-75.1652,Online,Electronics,DEV-H6OCUDUW,0,949308.0,0.0,12,Friday,0
7311,247,2025-04-01 13:56:06,117.84,PA,39.9526,-75.1652,POS,Travel,DEV-H6OCUDUW,0,953986.0,0.0,13,Tuesday,0
7312,247,2025-04-24 14:53:57,65.05,PA,39.9526,-75.1652,Online,Grocery,DEV-W75K3NXX,1,1990671.0,0.0,14,Thursday,0
7313,247,2025-05-10 11:00:18,123.56,GA,33.749,-84.388,Mobile,Travel,DEV-H6OCUDUW,0,1368381.0,1070.97,11,Saturday,0
7314,247,2025-05-16 20:27:00,107.52,PA,39.9526,-75.1652,Online,Gaming,DEV-H6OCUDUW,0,552402.0,1070.97,20,Friday,0
7315,247,2025-05-20 10:20:53,103.13,PA,39.9526,-75.1652,Online,Luxury,DEV-H6OCUDUW,0,309233.0,0.0,10,Tuesday,0
7316,247,2025-06-10 14:25:52,77.34,PA,39.9526,-75.1652,POS,Restaurants,DEV-H6OCUDUW,0,1829099.0,0.0,14,Tuesday,0
7317,247,2025-06-10 16:49:51,32.01,PA,39.9526,-75.1652,Mobile,Grocery,DEV-H6OCUDUW,0,8639.0,0.0,16,Tuesday,0
7318,247,2025-06-26 05:19:59,46.97,PA,39.9526,-75.1652,Online,Luxury,DEV-H6OCUDUW,0,1341008.0,0.0,5,Thursday,0
7319,247,2025-07-13 00:34:43,108.54,PA,39.9526,-75.1652,Online,Clothing,DEV-H6OCUDUW,0,1451684.0,0.0,0,Sunday,0
7320,248,2024-01-11 02:41:43,52.9,NY,40.7128,-74.006,Online,Grocery,DEV-YAAZT7OD,0,,0.0,2,Thursday,0
7321,248,2024-01-29 09:59:55,10.03,NY,40.7128,-74.006,Mobile,Fuel,DEV-YAAZT7OD,0,1581492.0,0.0,9,Monday,0
7322,248,2024-02-19 22:56:22,14.48,WA,47.6062,-122.3321,POS,Clothing,DEV-YAAZT7OD,0,1860987.0,3865.53,22,Monday,0
7323,248,2024-02-20 04:57:45,7.39,NY,40.7128,-74.006,POS,Luxury,DEV-YAAZT7OD,0,21683.0,3865.53,4,Tuesday,0
7324,248,2024-03-07 20:38:41,11.24,NY,40.7128,-74.006,POS,Travel,DEV-YAAZT7OD,0,1438856.0,0.0,20,Thursday,0
7325,248,2024-03-24 02:47:35,35.31,NY,40.7128,-74.006,ATM,Grocery,DEV-YAAZT7OD,0,1404534.0,0.0,2,Sunday,0
7326,248,2024-03-25 20:56:15,17.13,NY,40.7128,-74.006,POS,Pharmacy,DEV-YAAZT7OD,0,151720.0,0.0,20,Monday,0
7327,248,2024-04-06 04:50:00,33.02,NY,40.7128,-74.006,POS,Grocery,DEV-YAAZT7OD,0,978825.0,0.0,4,Saturday,0
7328,248,2024-04-09 01:57:02,57.25,MA,42.3601,-71.0589,POS,Luxury,DEV-YAAZT7OD,0,248822.0,306.11,1,Tuesday,0
7329,248,2024-04-09 13:12:09,8.84,NY,40.7128,-74.006,POS,Fuel,DEV-YAAZT7OD,0,40507.0,306.11,13,Tuesday,0
7330,248,2024-05-01 14:54:00,26.56,NY,40.7128,-74.006,Mobile,Pharmacy,DEV-YAAZT7OD,0,1906911.0,0.0,14,Wednesday,0
7331,248,2024-05-13 23:39:36,29.88,IL,41.8781,-87.6298,Mobile,Grocery,DEV-YAAZT7OD,0,1068336.0,1144.29,23,Monday,0
7332,248,2024-05-21 19:40:46,32.23,NY,40.7128,-74.006,Online,Grocery,DEV-YAAZT7OD,0,676870.0,1144.29,19,Tuesday,0
7333,248,2024-06-15 13:57:47,45.84,IL,41.8781,-87.6298,Online,Electronics,DEV-YAAZT7OD,0,2139421.0,1144.29,13,Saturday,0
7334,248,2024-07-04 10:43:11,49.44,NY,40.7128,-74.006,Online,Clothing,DEV-YAAZT7OD,0,1629924.0,1144.29,10,Thursday,0
7335,248,2024-07-11 17:29:17,35.12,NY,40.7128,-74.006,POS,GiftCards,DEV-YAAZT7OD,0,629166.0,0.0,17,Thursday,0
7336,248,2024-08-05 22:53:49,14.36,NY,40.7128,-74.006,Mobile,Restaurants,DEV-YAAZT7OD,0,2179472.0,0.0,22,Monday,0
7337,248,2024-08-22 09:22:54,49.76,NY,40.7128,-74.006,Online,Clothing,DEV-YAAZT7OD,0,1420145.0,0.0,9,Thursday,0
7338,248,2024-09-10 19:51:16,89.0,PA,39.9526,-75.1652,Online,Restaurants,DEV-YAAZT7OD,0,1679302.0,129.61,19,Tuesday,0
7339,248,2024-09-11 22:22:38,13.21,NY,40.7128,-74.006,Online,Gaming,DEV-8PQIN2I7,1,95482.0,129.61,22,Wednesday,0
7340,248,2024-09-19 04:51:10,23.72,NY,40.7128,-74.006,POS,Clothing,DEV-YAAZT7OD,0,628112.0,0.0,4,Thursday,0
7341,248,2024-10-21 05:21:08,31.27,NY,40.7128,-74.006,Mobile,Fuel,DEV-YAAZT7OD,0,2766598.0,0.0,5,Monday,0
7342,248,2024-10-26 20:57:52,20.46,NY,40.7128,-74.006,Mobile,Restaurants,DEV-YAAZT7OD,0,488204.0,0.0,20,Saturday,0
7343,248,2024-10-29 21:25:41,29.22,NY,40.7128,-74.006,POS,Electronics,DEV-YAAZT7OD,0,260869.0,0.0,21,Tuesday,0
7344,248,2024-11-03 12:41:12,30.26,NY,40.7128,-74.006,Online,Grocery,DEV-YAAZT7OD,0,400531.0,0.0,12,Sunday,0
7345,248,2024-11-14 19:05:28,49.25,NY,40.7128,-74.006,POS,Travel,DEV-YAAZT7OD,0,973456.0,0.0,19,Thursday,0
7346,248,2024-12-14 00:55:37,20.83,TX,29.7604,-95.3698,POS,Restaurants,DEV-YAAZT7OD,0,2526609.0,2281.34,0,Saturday,0
7347,248,2024-12-16 22:19:26,23.29,NY,40.7128,-74.006,Mobile,Luxury,DEV-YAAZT7OD,0,249829.0,2281.34,22,Monday,0
7348,248,2025-01-04 16:38:57,79.65,NY,40.7128,-74.006,Online,Luxury,DEV-YAAZT7OD,0,1621171.0,0.0,16,Saturday,0
7349,248,2025-01-06 07:46:34,48.4,NY,40.7128,-74.006,POS,Electronics,DEV-YAAZT7OD,0,140857.0,0.0,7,Monday,0
7350,248,2025-03-23 22:14:37,19.41,NY,40.7128,-74.006,Mobile,GiftCards,DEV-YAAZT7OD,0,6618483.0,0.0,22,Sunday,0
7351,248,2025-03-23 22:28:15,12.41,NY,40.7128,-74.006,POS,Restaurants,DEV-YAAZT7OD,0,818.0,0.0,22,Sunday,0
7352,248,2025-04-04 02:44:57,24.58,NY,40.7128,-74.006,ATM,Grocery,DEV-YAAZT7OD,0,965802.0,0.0,2,Friday,0
7353,248,2025-04-09 13:07:37,34.76,NY,40.7128,-74.006,Online,Grocery,DEV-YAAZT7OD,0,469360.0,0.0,13,Wednesday,0
